TCGA-BR-8384-01A.10	45	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	164	40	0.0000000000000000000000000
TCGA-BR-8384-01A.10	45	1_KEGG_OXIDATIVE_PHOSPHORYLATION	92	29	0.0000000000000000000000000
TCGA-BR-8384-01A.10	45	1_KEGG_PARKINSONS_DISEASE	103	29	0.0000000000000000000000000
TCGA-BR-8384-01A.10	45	1_KEGG_HUNTINGTONS_DISEASE	160	28	0.0000000000000000000000000
TCGA-BR-8384-01A.10	45	1_KEGG_ALZHEIMERS_DISEASE	148	27	0.0000000000000000000000000
TCGA-BR-8296-01A.12	2113	2_CYTOPLASM	1461	483	0.0000000000000000000010132
TCGA-BR-8676-01A.28	2160	2_CYTOPLASM	1461	491	0.0000000000000000000012588
TCGA-HU-8243-01A.27	2232	2_CYTOPLASM	1461	502	0.0000000000000000000037764
TCGA-BR-8384-01A.10	45	2_MITOCHONDRION	199	21	0.0000000000000000000087795
TCGA-BR-8295-01A.22	2197	2_CYTOPLASM	1461	494	0.0000000000000000000123168
TCGA-BR-8690-01A.60	2309	2_CYTOPLASM	1461	509	0.0000000000000000002185356
TCGA-HU-8243-01A.27	2232	2_NUCLEUS	1110	397	0.0000000000000000002558636
TCGA-BR-8296-01A.12	2113	2_NUCLEUS	1110	379	0.0000000000000000009140424
TCGA-HJ-7597-01A.99	2465	2_CYTOPLASM	1461	533	0.0000000000000000013135605
TCGA-CD-8525-01A.49	2252	2_CYTOPLASM	1461	496	0.0000000000000000014207923
TCGA-BR-8384-01A.10	45	2_MITOCHONDRIAL_PART	95	16	0.0000000000000000025194431
TCGA-HJ-7597-01A.99	2465	2_NUCLEUS	1110	422	0.0000000000000000146575171
TCGA-BR-8384-01A.10	45	1_KEGG_CARDIAC_MUSCLE_CONTRACTION	63	14	0.0000000000000000176736675
TCGA-BR-8384-01A.10	45	2_MITOCHONDRIAL_INNER_MEMBRANE	49	13	0.0000000000000000379836213
TCGA-BR-7957-01A.10	35	1_KEGG_FOCAL_ADHESION	195	17	0.0000000000000000614190813
TCGA-HU-8243-01A.27	2232	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	164	93	0.0000000000000000790417308
TCGA-F1-6875-01A.11	25	2_SYNAPTOGENESIS	18	9	0.0000000000000001005436436
TCGA-BR-8690-01A.60	2309	2_NUCLEUS	1110	398	0.0000000000000001214921512
TCGA-BR-8676-01A.28	2160	2_NUCLEUS	1110	378	0.0000000000000001240158138
TCGA-CD-8525-01A.49	2252	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	164	93	0.0000000000000001518027227
TCGA-BR-8384-01A.10	45	2_ORGANELLE_INNER_MEMBRANE	54	13	0.0000000000000001577773305
